id;Kanji;Grade;"Reading within Joyo";"Reading beyond Joyo";"On within Joyo";"Translation of On";"Kun within Joyo";"Translation of Kun";Left1sound;Left2sound;Left3sound;Left4sound;Left5sound;Left6sound;Right1sound;Right2sound;Right3sound;Right4sound;Right5sound;Right6sound;Right7sound
2091;戻;7;レイ、もど-す、もど-る;;rei;"return, turn back; revert to, resume, return to; be returned; go backward ";"modo(ru), modo(su)";"return, turn back; revert to, resume, return to; be returned; go backward. restore; turn back (a clock); reject; vomit ";rei;;;;;;rei;;;;;;
44;茨;7;[いばら];;-;"thorn, brier";[ibara];"thorn, brier";;;;;;;ibara;;;;;;
1068;薪;7;シン、たきぎ;;shin;firewood;takigi;"firewood, kindling, fuel";takigi;sin;;;;;;;;;;;
1324;濯;7;タク;あら;taku;"wash, pour on, rinse";-;-;;;;;;;taku;;;;;;
1580;匂;7;にお-う;;-;-;nio(u);"be fragrant, smell; stink; glow, be bright";;;;;;;;;;;;;
45;芋;7;いも;;-;-;imo;potato;imo;;;;;;imo;;;;;;
301;企;7;キ、くわだ-てる;;ki;"plan, plot, propose, design, intend, contemplate; attempt, undertake";kuwada(teru);"plan, plot, propose, design, intend, contemplate; attempt, undertake";ki;;;;;;;;;;;;
1325;諾;7;ダク;;daku;"assent, consent, agreement";-;-;daku;;;;;;daku;;;;;;
2093;鈴;7;レイ、リン、すず;;"rei, 	rin";"bell, hand bell, buzzer";suzu;bell;suzu;;;;;;rin;rei;;;;;
302;伎;7;キ;;ki;"deed, skill";-;-;gi;;;;;;;;;;;;
1326;濁;7;ダク、にご-る、にご-す;ジョク;daku;"uncleanness; wrong; muddiness, impurity; voicing marks; voiced sound, voiced consonant; unrefined sake";"nigo(ru), nigo(su)";"be muddy, be impure; be voiced; be vague. make muddy, make cloudy; quibble; prevaricate ";daku;zyoku;nigo;;;;daku;;;;;;
1582;虹;7;にじ;コウ;-;-;niji;rainbow;koo;nizi;;;;;;;;;;;
1838;泡;7;ホウ、あわ;;hoo;"bubble, foam, froth, scum, suds ";awa;"bubble, foam, froth, scum, suds ";awa;hoo;;;;;poo;hoo;awa;;;;
2094;零;7;レイ;;rei;"zero, nothing, cipher; fall";-;-;rei;;;;;;;;;;;;
815;侍;7;ジ、さむらい;シ、はべ;ji;"wait upon, serve";samurai;"warrior, samurai";zi;;;;;;zi;si;zamurai;;;;
1071;刃;7;ジン、は;ニン;jin;"blade, sword, cutting tool";ha;"blade, edge";ha;nin;;;;;ba;zin;ha;;;;
1327;但;7;ただ-し;タン、た;-;-;tada(shi);"but, however, excepting that";;;;;;;;;;;;;
1839;胞;7;ホウ;;hoo;"theca, sac, sheath, case; placenta";-;-;hoo;;;;;;boo;hoo;poo;;;;
2095;霊;7;レイ、リョウ、たま;;"rei, 	ryoo";"soul, spirit";tama;"soul, spirit";rei;tama;;;;;rei;ryoo;tama;dama;;;
1840;俸;7;ホウ;;hoo;salary;-;-;hoo;;;;;;poo;hoo;;;;;
2096;隷;7;レイ;;rei;"servant; criminal; prisoner; follower";-;-;rei;;;;;;rei;;;;;;
49;咽;7;イン;のど、むせ;in;"be choked, be smothered";-;-;in;;;;;;;;;;;;
1073;尽;7;ジン、つ-くす、つ-きる、つ-かす;ことごと;jin;"use up, run out of, exhaust; serve, befriend, work for, endeavor, do (one's duty). last day of the month";"tsu(kusu), tsu(kiru), tsu(kasu)";"use up, run out of, exhaust; serve, befriend, work for, endeavor, do (one's duty). become exhausted, be consumed, spend, end";zin;;;;;;zin;;;;;;
1329;脱;7;ダツ、ぬ-ぐ、ぬ-げる;;datsu;removing;"nu(gu), nu(geru)";"take off (clothes); undress. come off, slip off, slip down";daQ;datu;;;;;datu;;;;;;
1841;倣;7;ホウ、なら-う;;hoo;"imitate, follow, emulate";nara(u);"imitate, follow, emulate";;;;;;;hoo;;;;;;
2097;齢;7;レイ;よわい;rei;age;-;-;;;;;;;rei;;;;;;
50;姻;7;イン;;in;marry;-;-;in;;;;;;in;;;;;;
306;岐;7;キ;;ki;"forking road; street; scene; quarters; arena, theater";-;-;ki;;;;;;ki;;;;;;
562;股;7;コ、また;もも;ko;"thigh, crotch; yarn; strand; ply";mata;"crotch, thigh, groin";mata;ko;momo;;;;mata;ko;momo;;;;
1074;迅;7;ジン;;jin;fast;-;-;zin;;;;;;zin;;;;;;
1330;奪;7;ダツ、うば-う;;datsu;"take by force, snatch away, oust, deprive of, disposess, plunder, usurp; absorb (attention); fascinate";uba(u);"take by force, deprive of, disposess";daQ;datu;;;;;datu;;;;;;
1586;尿;7;ニョウ;;nyoo;urine;-;-;nyoo;;;;;;nyoo;;;;;;
1842;峰;7;ホウ、みね;ブ、プ;hoo;"peak, summit, top; back (of a sword)";mine;"peak, summit, top; back (of a sword)";;;;;;;hoo;poo;;;;;
2098;麗;7;レイ、うるわ-しい;ライ;rei;"beautiful, bright and clear, fine, serene ";uruwa(shii);"beautiful, lovely, graceful";rei;;;;;;rei;;;;;;
563;虎;7;コ、とら;;ko;"tiger, drunkard";tora;"tiger, drunkard";ko;tora;;;;;ko;;;;;;
819;滋;7;ジ;シ;ji;"more and more; be luxuriant; planting; turbidity";-;-;zi;;;;;;;;;;;;
1075;甚;7;ジン、はなは-だ、はなは-だしい;;jin;exceedingly;"hanaha(da), hanaha(dashii)";"very, greatly, exceedingly. extreme, excessive, intense, severe, serious";zin;;;;;;zin;;;;;;
1331;棚;7;たな;;-;-;tana;"shelf, ledge, rack, mount, mantelpiece; trellis, lattice";tana;;;;;;dana;;;;;;
1843;砲;7;ホウ;;hoo;"gun, cannon, battery; gunnery, ordnance, artillery ";-;-;hoo;;;;;;poo;hoo;;;;;
2099;暦;7;レキ、こよみ;リャク;reki;"calendar, almanac";koyomi;"calendar, almanac";reki;;;;;;reki;goyomi;;;;;
308;忌;7;キ、い-む、い-まわしい;;ki;"mourning; death anniversary; something detestable";"i(mu), i(mawashii)";"abhor, have an aversion for, avoid, shun; taboo; abstain from; objectionable, abominable, offensive; ominous, unlucky";ki;i;;;;;ki;i;;;;;
564;孤;7;コ;;ko;orphan;-;-;ko;;;;;;;;;;;;
820;慈;7;ジ、いつく-しむ;シ;ji;"love, be affectionate to; pity";itsuku(shimu);"love, be affectionate to; pity";zi;;;;;;zi;;;;;;
1076;陣;7;ジン;;jin;"battle array, ranks; camp; position";-;-;zin;;;;;;zin;;;;;;
1332;誰;7;だれ;スイ;-;-;dare;who;dare;sui;;;;;dare;;;;;;
1588;妊;7;ニン;;nin;"become pregnant; be pregnant; be filled with";-;-;nin;;;;;;nin;;;;;;
1844;崩;7;ホウ、くず-れる、くず-す;;hoo;die;"kuzu(reru), kuzu(su)";"demolish, destroy level (a hill); crumble (bread); change (money); simplify; put in disorder; cut (prices). crumble, collapse, cave in, be destroyed, get out of shape; be routed; worsen (weather) ";hoo;;;;;;;;;;;;
53;淫;7;イン、みだ-ら;;in;"lewdness, licentiousness";mida(ra);"licentious, indecent, lewd";in;;;;;;in;;;;;;
565;弧;7;コ;;ko;"arc; arch; bow";-;-;ko;;;;;;ko;;;;;;
1077;尋;7;ジン、たず-ねる;ひろ;jin;fathom;tazu(neru);"look for, inquire for, ask (someone) a question";zin;;;;;;hiro;;;;;;
1333;丹;7;タン;に;tan;"red, red lead; pills";-;-;tan;ni;;;;;tan;;;;;;
1589;忍;7;ニン、しの-ぶ、しの-ばせる;;nin;"bear, endure, put up with; hide (oneself) ";"shino(bu), shino(baseru)";"bear, endure, put up with; hide (oneself). conceal, secrete ";nin;;;;;;nin;sino;;;;;
54;陰;7;イン、かげ、かげ-る;;in;"the yin principle; negative; melancholy; north side of a mountain; sex organs; secret; shadow; south side of a river; negative electrode; earth; bottom; back; inactivity; nighttime; moon";"kage, kage(ru)";"darken; cloud up; be obscured; shade; back; (your) assistance";in;kage;;;;;kage;in;;;;;
310;奇;7;キ;く;ki;"strangeness, curiosity, eccentricity";-;-;ki;;;;;;ki;;;;;;
1078;腎;7;ジン;;jin;kidney;-;-;zin;;;;;;zin;;;;;;
1334;旦;7;タン、ダン;;"tan, dan";"dawn, early moring";-;-;dan;tan;;;;;tan;;;;;;
2102;劣;7;レツ、おと-る;;retsu;"be inferior to, be worse than";oto(ru);"be inferior to, be worse than";reQ;retu;;;;;retu;;;;;;
311;祈;7;キ、いの-る;;ki;"pray; wish";ino(ru);"pray; wish";ki;;;;;;;;;;;;
567;枯;7;コ、か-れる、か-らす;;ko;"wither, die, be dead; age; be seasoned; fog up";"ka(reru), ka(rasu)";"wither, die, be dead; age; be seasoned; fog up. kill (vegetation); let dry; season (lumber)";ko;ka;;;;;ko;;;;;;
823;餌;7;ジ、えさ、え;;ji;food;"esa, e";"feed, food; bait, prey; tempting profit";e;;;;;;zi;;;;;;
1079;須;7;ス;シュ;su;"by all means, necessarily";-;-;syu;;;;;;su;;;;;;
1591;寧;7;ネイ;やす、むし;nei;preferably;-;-;nei;;;;;;nei;;;;;;
1847;蜂;7;ホウ、はち;;hoo;"bee, wasp, hornet";hachi;"bee, wasp, hornet";hoo;hati;;;;;hoo;bati;;;;;
2103;烈;7;レツ;はげ;retsu;"violent, vehement, furious, severe, acute, intense, extreme, passionate, heated, stormy (applause); tempestuous (temperament); mighty ";-;-;reQ;retu;;;;;retu;;;;;;
56;隠;7;イン、かく-す、かく-れる;オン;in;"hide, conceal, cover, veil, cloak, disguise";"kaku(su), kaku(reru)";"hide, conceal, cover, veil, cloak, disguise; disappear; pass away; be anonymous; lurk";in;on;;;;;in;;;;;;
824;璽;7;ジ;;ji;"emperor's seal";-;-;;;;;;;zi;;;;;;
2104;裂;7;レツ、さ-く、さ-ける;;retsu;"split, rend, tear, burst, rip, crack ";"sa(ku), sa(keru)";"split, rend, tear, burst, rip, crack ";reQ;sa;;;;;retu;za;;;;;
57;韻;7;イン;;in;"rhyme; elegance; tone";-;-;in;;;;;;in;;;;;;
825;鹿;7;しか、[か];ロク;-;-;"shika, [ka]";deer;ka;roku;;;;;ka;zika;;;;;
1849;飽;7;ホウ、あ-きる、あ-かす;;hoo;"get tired of, lose interest in, have enough ";"a(kiru), a(kasu)";"get tired of, lose interest in, have enough. satiate, surfeit; bore, tire, weary ";hoo;;;;;;;;;;;;
2105;恋;7;レン、こ-う、こい、こい-しい;;ren;"be in love";"ko(u), koi, koi(shii)";"be in love. love, tender sentiment. dear, beloved, darling";ren;koi;;;;;koi;ren;;;;;
314;軌;7;キ;;ki;"wheel track; railway; orbit; rut; rule; model; road, way of doing";-;-;ki;;;;;;ki;;;;;;
1082;吹;7;スイ、ふ-く;;sui;"breathe, blow; play (a wind instrument); emit; smelt; mint; brag ";fu(ku);"breathe, blow; play (a wind instrument); emit; smelt; mint; brag ";hu;sui;;;;;bu;sui;;;;;
1338;胆;7;タン;きも、ぎも;tan;"gall bladder; courage";-;-;tan;;;;;;tan;gimo;;;;;
1850;褒;7;ホウ、ほ-める;;hoo;"praise, extol";ho(meru);"praise, commend";hoo;;;;;;;;;;;;
315;既;7;キ、すで-に;;ki;"previously; already, long ago; on the point of; actually";sude(ni);"previously; already, long ago; on the point of; actually";ki;;;;;;ki;;;;;;
571;雇;7;コ、やと-う;;ko;"employ, hire";yato(u);"employ, hire";ko;yato;;;;;ko;yato;;;;;
1595;捻;7;ネン;ひね;nen;"pinch (of salt); small gift of money; a twist";-;-;nen;;;;;;;;;;;;
1851;縫;7;ホウ、ぬ-う;;hoo;"sew, stich, embroider";nu(u);"sew, stich, embroider";hoo;;;;;;hoo;;;;;;
2107;廉;7;レン;かど;ren;"purity; honesty; low price; corner";-;-;ren;;;;;;ren;;;;;;
572;誇;7;コ、ほこ-る;;ko;"boast of, be proud of";hoko(ru);"boast of, be proud of";ko;;;;;;;;;;;;
828;軸;7;ジク;;jiku;"axis; axle; spindle; shaft; pivot; stem, stalk; (pen) holder; scroll picture ";-;-;ziku;;;;;;ziku;;;;;;
1084;炊;7;スイ、た-く;かし;sui;"cook, boil";ta(ku);"cook, boil";sui;;;;;;sui;;;;;;
1340;淡;7;タン、あわ-い;;tan;"light, faint, pale, fleeting; a little";awa(i);"light, faint, pale, fleeting; a little";tan;awa;;;;;tan;;;;;;
1596;粘;7;ネン、ねば-る;;nen;"be sticky, be glutinous, be greasy; persevere";neba(ru);"be sticky, be glutinous, be greasy; persevere";nen;;;;;;;;;;;;
573;鼓;7;コ、つづみ;;ko;drum;tsuzumi;drum;ko;;;;;;ko;tumi;;;;;
1085;帥;7;スイ;ソチ;sui;"leading (troops)";-;-;;;;;;;sui;;;;;;
1853;乏;7;ボウ、とぼ-しい;;boo;"meager, scarce, limited; destitute, hard up ";tobo(shii);"meager, scarce, limited; destitute, hard up ";;;;;;;boo;;;;;;
2109;錬;7;レン;ね;ren;"refine (metals); drill, train; polish (sentences) ";-;-;ren;;;;;;ren;;;;;;
62;唄;7;[うた];バイ;-;-;[uta];"songs accompanied by the samisen";;;;;;;uta;bai;;;;;
318;飢;7;キ、う-える;;ki;"be hungry, starve";u(eru);"be hungry, starve";ki;u;;;;;;;;;;;
574;錮;7;コ;;ko;"to tie";-;-;;;;;;;ko;;;;;;
830;叱;7;シツ、しか-る;;shitsu;"scold, reprove";shika(ru);"scold, reprove";siQ;;;;;;;;;;;;
1086;粋;7;スイ、いき;;sui;"purity, essence, pith, cream, pick, elite, choice; elegance; fashion; taste; gracefulness; considerateness";iki;"chic, style";sui;;;;;;sui;iki;;;;;
1342;嘆;7;タン、なげ-く、なげ-かわしい;;tan;sigh;"nage(ku), nage(kawashii)";"sigh, lament, moan, grieve; regret, deplore, sorrow. sad, wretched, deplorable";tan;;;;;;tan;;;;;;
1598;悩;7;ノウ、なや-む、なや-ます;;noo;"distress, illness";"naya(mu), naya(masu)";"worry, be troubled, be afflicted, be in pain. annoy, embarrass, afflict, worry, oppress, torment ";noo;;;;;;noo;;;;;;
1854;忙;7;ボウ、いそが-しい;;boo;"busy, occupied";isoga(shii);"busy, occupied";boo;;;;;;boo;;;;;;
2110;呂;7;ロ;リョ;ro;backbone;-;-;ro;;;;;;ro;;;;;;
63;鬱;7;ウツ;ふさ;utsu;"gloom, depression, melancholy";-;-;uQ;utu;;;;;utu;;;;;;
319;鬼;7;キ、おに;;ki;"devil, demon; spirits of the dead";oni;"devil, demon, ghost; spirits of the dead; fiend; creditor; the one who is ""it"" (in games)";ki;oni;;;;;ki;;;;;;
575;顧;7;コ、かえり-みる;;ko;"look back; turn around, look back upon, review; examine oneself; take notice of";kaeri(miru);"look back; turn around, look back upon, review; examine oneself; take notice of";ko;;;;;;ko;;;;;;
1087;衰;7;スイ、おとろ-える;;sui;"decline, wane, weaken, abate, decay, wither, waste away";otoro(eru);"decline, wane, weaken, abate, decay, wither, waste away";sui;;;;;;sui;;;;;;
1343;端;7;タン、はし、は、はた;ただ;tan;"origin; end; point";"hashi, ha, hata";"end, tip; edge, border, one side; corner; beginning; scrap of cloth. side";tan;ha;hasi;;;;tan;hasi;bata;basi;ha;ba;
1855;坊;7;ボウ、[ボッ];;"boo, [boQ]";"priest's residence; (Buddhist) priest; boy";-;-;boo;;;;;;boo;;;;;;
2111;炉;7;ロ;;ro;"furnace, kiln, hearth; (nuclear) reactor";-;-;ro;;;;;;ro;;;;;;
64;畝;7;うね;ポ、せ;-;-;une;"ridge (in a field), furrow, rib or cord (in cloth)";;;;;;;;;;;;;
1344;綻;7;タン、ほころ-びる;;tan;"be rent, be ripped; unravel, run; begin to open; smile";hokoro(biru);"be rent, be ripped; unravel, run; begin to open; smile";;;;;;;tan;;;;;;
1856;妨;7;ボウ、さまた-げる;;boo;"disturb, prevent, hamper, hinder, obstruct";samata(geru);"disturb, prevent, hamper, hinder, obstruct";boo;;;;;;;;;;;;
2112;賂;7;ロ;まいな;ro;bribe;-;-;;;;;;;ro;;;;;;
65;浦;7;うら;ホ、ポ;-;-;ura;"creek, inlet; bay, gulf; beach, seacoast";ura;;;;;;;;;;;;
577;互;7;ゴ、たが-い;;go;"mutually, reciprocally, together";taga(i);"mutually, reciprocally, together";go;taga;;;;;go;;;;;;
833;疾;7;シツ;や;shitsu;"illness, disease";-;-;siQ;;;;;;situ;;;;;;
1089;酔;7;スイ、よ-う;;sui;"get drunk; feel sick; be poisoned; be elated, be spellbound";yo(u);"get drunk; feel sick; be poisoned; be elated, be spellbound";sui;;;;;;sui;;;;;;
834;執;7;シツ、シュウ、と-る;;"shitsu, 	shuu";"take, hold, seize, catch, capture; fetch; receive, procure, obtain; adopt (a measure); engage (graduates); choose; order (foodstuffs); pick, pluck; make, produce, eat; set up (camp); charge; administer; transact; take (pains); make out (the meaning); remove; take off (one's hat); take out (spots); strike out (words); weed, catch (fish); deprive of; steal; capture (territory), annex; need, require; reserve (rooms); subscribe to; press (a point home); take (a picture); possess";to(ru);"take, hold, seize, catch, capture; fetch; receive, procure, obtain; adopt (a measure); engage (graduates); choose; order (foodstuffs); pick, pluck; make, produce, eat; set up (camp); charge; administer; transact; take (pains); make out (the meaning); remove; take off (one's hat); take out (spots); strike out (words); weed, catch (fish); deprive of; steal; capture (territory), annex; need, require; reserve (rooms); subscribe to; press (a point home); take (a picture); possess";siQ;syuu;situ;;;;situ;syuu;;;;;
1090;遂;7;スイ、と-げる;つい;sui;"accomplish, attain, commit (suicide)";to(geru);"accomplish, attain, commit (suicide)";sui;;;;;;sui;;;;;;
1346;鍛;7;タン、きた-える;;tan;"forge, temper; drill, train, practice";kita(eru);"forge, temper; drill, train, practice";tan;;;;;;;;;;;;
2114;露;7;ロ、[ロウ]、つゆ;あらわ;"ro, [roo]";"dew; Russia";tsuyu;"dew; dewdrops; tears; mortality, flimsiness; (with neg.) not a bit ";ro;tuyu;;;;;roo;ro;tuyu;;;;
579;呉;7;ゴ;くれ;go;"give; do (something) for";-;-;go;kure;;;;;;;;;;;
835;湿;7;シツ、しめ-る、しめ-す;;shitsu;"dampness, moisture; itch ";"shime(ru), shime(su)";"get damp, get moist, get wet. wet, moisten, dampen ";situ;siQ;;;;;situ;;;;;;
1091;睡;7;スイ;ねむ;sui;"sleep, die";-;-;sui;;;;;;sui;;;;;;
1603;濃;7;ノウ、こ-い;;noo;"dark, thick, undiluted";ko(i);"dark, deep; saturated; strong (drink); intimate; thick";noo;ko;;;;;;;;;;;
1859;房;7;ボウ、ふさ;ホウ;boo;"house, room; tassel";fusa;"tuft, tassel, fringe; lock (of hair); cluster, bunch, segment (of an orange)";boo;;;;;;boo;busa;hoo;;;;
324;亀;7;キ、かめ;;ki;"turtle, tortoise";kame;"turtle, tortoise";ki;kame;;;;;game;;;;;;
836;嫉;7;シツ;;shitsu;"be jealous, envy";-;-;siQ;;;;;;;;;;;;
1092;穂;7;スイ、ほ;;sui;"ear, head (of grain); crest (of waves)";ho;"ear, head (of grain); crest (of waves)";ho;sui;;;;;ho;sui;;;;;
1604;把;7;ハ;と;ha;"bundle, bunch, sheaf, coil";-;-;ha;to;;;;;;;;;;;
1860;肪;7;ボウ;;boo;fat;-;-;;;;;;;boo;;;;;;
581;娯;7;ゴ;;go;pleasure;-;-;go;;;;;;;;;;;;
837;漆;7;シツ、うるし;;shitsu;"lacquer, varnish";urushi;"lacquer, varnish";siQ;;;;;;urusi;;;;;;
1093;随;7;ズイ;したが;zui;"at the mercy of (the waves)";-;-;zui;;;;;;zui;;;;;;
1861;某;7;ボウ;;boo;"one, a certain; that person; that thing  ";-;-;boo;;;;;;boo;;;;;;
2117;弄;7;ロウ、もてあそ-ぶ;;roo;"play with, trifle with";moteaso(bu);"play; take pleasure in; play (on an instrument); play with; make sport of; trifle with (affections)";roo;;;;;;roo;;;;;;
326;幾;7;キ、いく;;ki;"how many, how much; how far, how long; so much per; however(difficult)";iku;"some, several, many; how many, how much";iku;ki;;;;;ki;;;;;;
582;悟;7;ゴ、さと-る;;go;"perceive, discern, realize, understand, comprehend; attain enlightenment, find one's philosophy";sato(ru);"perceive, discern, realize, understand, comprehend; attain enlightenment, find one's philosophy";go;;;;;;go;;;;;;
1094;髄;7;ズイ;;zui;"marrow, pith";-;-;zui;;;;;;zui;;;;;;
1862;冒;7;ボウ、おか-す;;boo;"risk, face, defy, dare; (diseases) attack; damage; desecrate; assume (a name) ";oka(su);"risk, face, defy, dare; (diseases) attack; damage; desecrate; assume (a name) ";boo;;;;;;boo;;;;;;
2118;郎;7;ロウ;;roo;"man; husband; counter for sons";-;-;roo;;;;;;roo;;;;;;
583;碁;7;ゴ;キ;go;"Japanese checkers";-;-;go;;;;;;go;ki;;;;;
1095;枢;7;スウ;とぼそ;suu;"pivot; door";-;-;suu;;;;;;suu;;;;;;
1351;弾;7;ダン、ひ-く、はず-む、たま;はじ;dan;bullet;"hi(ku), hazu(mu), tama";"play on. spring, bound, rebound; be inspired, be spurred on; invest in; be generous (in tipping); breathe with difficulty. bullet, shot, shell ";dan;;;;;;dan;bi;;;;;
1863;剖;7;ボウ;;boo;divide;-;-;boo;;;;;;boo;;;;;;
840;芝;7;しば;シ;-;-;shiba;"lawn, sod, turf";siba;;;;;;;;;;;;
1096;崇;7;スウ;シュウ、たか、あが;suu;high;-;-;suu;;;;;;suu;;;;;;
1608;覇;7;ハ;;ha;"supremacy, leadership, domination, hegemony; supreme ruler; champion";-;-;ha;;;;;;pa;ha;;;;;
1864;紡;7;ボウ、つむ-ぐ;;boo;"spin, make yarn";tsumu(gu);"spin, make yarn";boo;;;;;;boo;;;;;;
2120;浪;7;ロウ;なみ;roo;"waves, billows";-;-;roo;;;;;;roo;nami;;;;;
329;棋;7;キ;;ki;"Japanese chess";-;-;ki;;;;;;gi;;;;;;
2121;廊;7;ロウ;;roo;"corridor, hall, lobby; tower; watchtower";-;-;roo;;;;;;roo;;;;;;
74;詠;7;エイ、よ-む;うた;ei;"poem; song; singing; composing";yo(mu);"recite, chant";ei;yo;;;;;ei;;;;;;
1098;据;7;す-える、す-わる;;-;-;"su(eru), su(waru)";"set (a table); lay (a foundation); place (a gun); install, equip; appoint (to a position). squat down, sit down, (eyes) are fixed on";su;;;;;;;;;;;;
1354;壇;7;ダン、[タン];;"dan, [tan]";"stage, rostrum, dais; terrace; altar; world (of literature, etc.)";-;-;dan;;;;;;dan;;;;;;
1610;婆;7;バ;ポ;ba;"old woman; grandmother";-;-;;;;;;;ba;;;;;;
1866;傍;7;ボウ、かたわ-ら;ホウ;boo;"side; besides; while";katawa(ra);"side; besides; while";boo;;;;;;boo;;;;;;
2122;楼;7;ロウ;;roo;"tower, turret, lookout, high building";-;-;roo;;;;;;roo;;;;;;
75;影;7;エイ、かげ;ヨウ;ei;shadow;kage;"light; shadow; silhouette; phantom; reflection, figure, trace ";ei;kage;;;;;ei;kage;;;;;
331;棄;7;キ;す;ki;"throw away, discard, abandon, desert, give up; renounce, relinquish; resign; lay down (one’s life); part with; sacrifice; reject, condemn";-;-;ki;su;;;;;ki;;;;;;
1099;杉;7;すぎ;サン;-;-;sugi;"cryptomeria, sugi, Japan cedar";sugi;;;;;;sugi;;;;;;
1611;罵;7;バ、ののし-る;;ba;"abuse, insult, speak ill of";nonoshi(ru);"abuse, insult, speak ill of";ba;;;;;;ba;;;;;;
1867;帽;7;ボウ;;boo;"cap, headgear";-;-;boo;;;;;;boo;;;;;;
2123;漏;7;ロウ、も-る、も-れる、も-らす;;roo;"leaking; water clock; time";"mo(ru), mo(reru), mo(rasu)";"leak, escape; shine through; find expression; be disclosed; be omitted, be excluded. spill, let leak; omit, miss, leave out; divulge; betray; give vent to, express; let go ";roo;;;;;;roo;;;;;;
